,ASPEN-R-7-A,ASPEN-R-4-A,ASPEN-R-2-B,ASPEN-R-6-B,ASPEN-R-3-A,ASPEN-R-6-A,ASPEN-R-2-A,ASPEN-R-4-B,ASPEN-R-5-A,ASPEN-R-7-B,ASPEN-R-3-B,ASPEN-R-5-B,ASPEN-R-1-A,ASPEN-R-8-B,ASPEN-R-8-A,ASPEN-R-1-B,ASPEN-U-13-B,ASPEN-U-14-B,ASPEN-U-17-A,ASPEN-R-13-A,ASPEN-U-10-A,ASPEN-U-12-B,ASPEN-U-14-A,ASPEN-U-15-A,ASPEN-U-15-B,ASPEN-U-18-A,ASPEN-R-9-B,ASPEN-R-18-B,ASPEN-U-9-B,ASPEN-U-16-A,ASPEN-U-17-B,ASPEN-R-13-B,ASPEN-R-18-A,ASPEN-U-8-B,ASPEN-U-10-B,ASPEN-U-11-B,ASPEN-U-16-B,ASPEN-U-18-B,ASPEN-R-14-B,ASPEN-R-9-A,ASPEN-R-16-B,ASPEN-U-6-A,ASPEN-U-6-B,ASPEN-U-11-A,ASPEN-U-13-A,ASPEN-R-14-A,ASPEN-R-17-A,ASPEN-R-11-A,ASPEN-R-11-B,ASPEN-R-10-B,ASPEN-R-17-B,ASPEN-R-12-B,ASPEN-R-15-A,ASPEN-U-8-A,ASPEN-R-10-A,ASPEN-R-12-A,ASPEN-R-15-B,ASPEN-U-9-A,ASPEN-V-10-A,ASPEN-TAT-3-A,ASPEN-TAT-3-B,ASPEN-TAT-9-A,ASPEN-V-4-A,ASPEN-V-7-B,ASPEN-TAT-9-B,ASPEN-TAT-7-A,ASPEN-TAT-7-B,ASPEN-TAT-1-A,ASPEN-TAT-13-A,ASPEN-V-17-B,ASPEN-TAT-10-A,ASPEN-TAT-10-B,ASPEN-TAT-5-A,ASPEN-TAT-1-B,ASPEN-TAT-17-B,ASPEN-V-3-A,ASPEN-V-3-B,ASPEN-V-15-A,ASPEN-V-16-A,ASPEN-V-16-B,ASPEN-TAT-6-B,ASPEN-TAT-12-B,ASPEN-TAT-16-A,ASPEN-TAT-17-A,ASPEN-V-2-A,ASPEN-V-5-A,ASPEN-V-5-B,ASPEN-V-9-A,ASPEN-V-1-A,ASPEN-V-12-B,ASPEN-V-15-B,ASPEN-TAT-5-B,ASPEN-V-6-A,ASPEN-V-6-B,ASPEN-V-7-A,ASPEN-V-8-B,ASPEN-V-13-B,ASPEN-TAT-4-A,ASPEN-TAT-4-B,ASPEN-TAT-6-A,ASPEN-TAT-12-A,ASPEN-TAT-16-B,ASPEN-V-10-B,ASPEN-V-13-A,ASPEN-V-14-A,ASPEN-TAT-13-B,ASPEN-TAT-18-A,ASPEN-TAT-18-B,ASPEN-V-8-A,ASPEN-TAT-2-A,ASPEN-TAT-11-B,ASPEN-V-11-B,ASPEN-V-11-A,ASPEN-V-12-A,ASPEN-V-17-A,ASPEN-V-18-B,ASPEN-V-18-A,ASPEN-TAT-8-B,ASPEN-V-1-B,ASPEN-V-14-B,ASPEN-TAT-2-B,ASPEN-TAT-11-A,ASPEN-TAT-15-B,ASPEN-TAT-15-A,ASPEN-TAT-14-A,ASPEN-TAT-8-A,ASPEN-TAT-14-B
1970,1.213,0.92,0.746,1.033,1.541,0.782,1.092,0.869,1.4,0.638,1.638,1.337,1.071,1.816,1.789,0.887,1.054,0.809,0.5,1.71,1.207,1.439,0.839,0.621,1.08,1.689,1.799,1.116,0.933,0.915,0.656,1.564,1.386,0.553,0.89,0.658,0.98,1.229,3.037,1.462,0.877,0.619,0.441,0.896,1.105,2.362,1.595,1.282,1.83,1.478,1.617,1.582,1.834,0.74,1.649,1.319,1.315,1.215,1.19,0.599,0.439,0.83,0.587,1.041,0.994,0.244,0.233,0.632,0.704,1.447,0.526,0.535,1.102,0.53,0.722,0.766,0.525,1.563,1.331,1.149,0.3,0.299,0.373,0.743,0.963,1.111,0.58,0.84,0.812,1.037,1.176,0.968,0.698,0.727,0.948,1.273,1.199,0.873,0.994,0.192,0.57,0.169,1.256,1.4,2.074,0.897,0.575,0.64,1.113,0.48,1.296,1.154,1.108,1.54,1.933,1.615,1.689,0.076,0.842,1.971,0.551,0.393,0.898,0.77,1.073,0.24,1.519
1971,0.933,0.773,1.005,1.543,1.513,0.857,1.528,1.404,1.624,0.581,1.74,1.5,1.002,1.832,1.699,0.699,0.976,0.986,0.585,1.74,1.231,1.339,1.411,0.743,0.925,1.294,1.233,1.532,0.888,0.89,0.903,1.544,1.266,0.273,1.05,0.844,1.334,0.952,2.177,1.227,1.094,0.426,0.419,0.967,1.34,1.687,1.174,1.616,1.362,1.293,1.593,1.495,2.067,0.589,1.461,1.324,1.417,1.083,0.663,0.434,0.21,0.77,0.629,0.744,0.908,0.325,0.205,0.886,1.069,1.086,0.467,0.616,1.241,0.596,0.791,1.004,0.794,1.915,1.132,0.989,0.718,0.597,1.042,1.046,1.438,0.907,1.095,0.712,0.746,1.134,1.729,1.081,1.033,0.78,0.826,0.801,1.461,0.839,1.003,0.565,0.955,0.799,1.067,1.983,1.384,1.232,0.815,1.038,0.907,0.734,1.564,1.234,0.848,1.309,1.349,1.727,1.392,0.066,0.652,1.41,0.998,0.741,1.768,1.525,1.507,0.64,2.006
1972,0.888,0.895,0.674,1.291,1.203,0.938,1.073,1.241,1.511,0.914,1.6,1.285,0.963,1.914,2.017,0.633,1.079,0.792,0.847,1.43,1.028,1.482,0.842,0.775,0.985,1.352,1.353,1.167,0.943,1.163,1.388,1.637,1.236,0.579,1.163,0.934,1.374,1.302,2.171,1.156,0.924,0.955,0.74,0.809,1.155,1.705,0.955,1.25,1.281,0.858,0.893,0.978,2.187,0.857,1.227,0.8,2.06,1.235,0.697,0.569,0.393,0.76,1.093,0.933,1.075,0.593,0.618,1.029,1.792,1.192,0.523,0.489,1.921,0.963,1.393,0.726,0.275,1.132,1.102,1.275,2.602,0.67,2.595,2.046,0.748,1.045,0.776,0.669,0.902,1.459,1.054,1.63,0.606,0.49,0.563,1.234,1.403,1.617,1.823,2.234,1.646,1.824,1.032,1.399,1.283,1.821,0.906,0.991,0.976,1.243,2.053,0.996,1.07,1.18,1.369,1.352,1.745,0.073,0.737,1.1,1.823,0.421,1.995,2.207,1.423,1.112,3.1
1973,0.889,0.746,0.677,1.543,1.244,1.457,0.924,0.957,1.704,1.277,1.466,1.606,1.164,1.109,1.1,0.9,1.753,1.312,0.838,2.058,1.877,2.056,1.444,0.663,1.037,1.694,1.766,1.638,1.412,1.243,1.375,1.919,1.376,0.964,1.67,1.58,1.663,1.596,1.85,1.652,1.119,1.04,1.03,1.405,1.85,1.151,0.932,1.628,1.13,1.275,1.945,1.209,1.788,1.401,1.506,1.17,1.46,1.833,1.43,0.704,0.459,1.373,1.345,1.42,1.503,1.017,1.133,1.251,2.219,1.949,0.798,1.08,1.928,1.543,1.478,0.663,0.483,1.299,1.802,1.753,2.161,1.07,2.047,2.419,0.746,1.177,0.764,0.513,1.12,1.904,1.496,2.202,0.637,0.565,0.478,1.123,1.246,2.213,2.944,1.966,2.276,1.976,1.79,2.271,1.585,2.761,1.729,1.483,1.321,1.721,3.079,1.249,1.272,1.28,1.999,1.89,2.423,0.053,0.917,2.202,1.994,0.844,1.687,2.036,2.123,1.965,3.075
1974,1.038,0.747,0.599,1.143,1.457,1.17,0.85,0.728,1.94,1.543,1.766,1.687,1.183,1.284,1.334,0.849,1.925,1.118,1.157,1.947,1.817,1.635,1.434,0.882,1.301,1.777,1.444,2.051,1.588,1.167,1.245,1.873,1.366,1.148,1.577,1.244,1.336,1.853,1.77,1.499,1.352,1.005,0.995,1.278,1.777,1.396,1.081,1.883,1.299,1.773,1.451,1.099,1.559,1.231,1.773,1.149,1.563,1.818,2.019,1.102,0.876,2.059,1.021,1.218,2.637,1.328,1.972,1.193,2.226,1.683,1.505,1.909,2.198,1.411,2.775,0.71,0.293,2.076,1.748,1.364,2.036,1.274,2.243,2.811,0.978,1.313,0.876,0.465,0.93,1.335,1.692,2.514,0.591,0.532,0.652,1.392,0.899,2.201,2.316,1.801,1.829,2.1,2.214,1.231,1.719,2.631,2.672,2.028,1.035,1.679,2.572,1.472,1.396,1.601,2.049,1.759,2.22,0.156,1.05,2.095,1.631,0.239,2.343,2.628,2.301,1.346,2.638
1975,0.825,0.704,0.837,1.048,1.476,1.178,1.191,0.78,2.156,1.622,1.856,2.232,1.421,1.24,1.176,0.782,2.024,1.821,1.314,2.02,2.663,2.455,1.68,1.539,1.849,2.458,1.633,1.522,1.976,1.968,1.465,2.14,1.472,1.657,1.954,1.831,2.203,1.921,1.681,1.564,1.19,1.436,1.453,1.898,2.089,1.379,1.1,1.723,1.526,1.446,1.264,1.479,1.684,1.852,1.607,1.406,1.254,2.367,1.711,1.185,1.017,2.297,0.996,1.019,2.706,2.074,2.443,1.186,1.833,1.854,1.532,1.775,2.204,1.503,3.529,0.978,0.799,1.649,1.615,1.407,1.897,1.381,2.826,2.703,0.871,1.384,0.995,0.817,1.164,1.807,1.41,2.317,0.596,0.511,0.649,1.871,0.955,2.073,2.17,1.435,1.953,2.438,1.774,1.546,2.005,2.54,2.228,2.132,1.332,1.694,2.273,1.42,1.371,1.705,2.044,2.127,1.988,0.376,1.173,1.67,1.801,1.449,2.775,3.098,3.173,0.547,3.719
1976,1.448,0.899,1.526,1.26,2.528,1.185,1.83,1.16,1.855,1.815,2.075,1.863,1.757,1.991,1.93,1.278,1.497,1.33,0.67,2.57,1.609,1.311,1.048,0.83,1.3,1.351,1.681,1.651,0.936,1.227,1.017,2.477,1.713,0.444,1.155,0.888,1.51,1.166,1.841,1.565,1.311,0.459,0.543,0.837,1.589,1.799,0.824,1.974,1.478,1.517,1.48,1.565,2.242,0.957,1.637,1.427,1.711,1.239,1.028,1.242,0.831,2.088,0.703,0.981,2.457,2.383,2.261,1.597,2.328,1.94,1.387,1.538,2.473,1.621,3.595,1.053,0.553,1.784,1.433,1.236,2.799,1.693,4.034,3.332,1.108,1.301,1.171,0.802,0.812,1.171,1.367,2.543,0.772,0.64,1.357,1.46,1.187,2.775,2.246,2.063,2.117,3.001,1.606,1.686,1.891,2.374,1.993,1.927,1.147,1.807,2.116,1.818,1.546,1.446,2.073,2.313,2.201,0.432,0.843,2.073,1.557,0.924,4.826,4.409,3.287,0.901,4.46
1977,1.827,0.599,1.358,1.238,2.344,1.108,1.52,1.124,1.837,1.785,1.683,1.609,1.171,2.158,2.226,0.711,1.151,0.928,0.684,1.986,1.419,1.171,1.059,0.618,1.043,1.777,1.352,0.907,1.056,0.748,0.879,1.487,1.059,0.966,1.297,0.974,1.073,1.311,1.955,1.688,1.157,0.727,0.691,0.835,1.222,2.183,1.193,1.514,1.831,1.65,1.843,1.55,1.744,0.861,1.39,1.59,1.991,1.121,1.281,1.72,1.253,2.173,0.789,1.385,3.847,2.536,2.363,1.91,3.349,1.991,1.816,2.243,2.249,2.248,3.674,1.043,0.612,1.798,1.909,1.637,2.319,2.133,3.72,3.255,1.168,1.681,1.181,0.624,1.042,1.952,1.977,2.766,0.714,0.566,1.097,1.267,1.287,3.735,3.199,2.289,2.434,2.855,1.259,1.794,2.205,2.888,3.194,3.044,1.12,1.751,2.473,1.442,1.509,1.653,2.351,2.195,1.934,1.094,1.085,2.049,2.111,1.168,4.928,4.284,3.359,1.013,4.198
1978,1.543,0.42,1.023,0.947,2.051,0.656,1.119,0.66,1.637,1.299,0.967,0.96,1.355,1.486,1.545,0.764,1.11,0.865,0.32,1.346,1.4,1.089,0.791,0.451,0.557,1.47,1.229,1.368,0.918,0.454,0.447,1.12,0.818,0.942,1.04,0.734,0.399,1.002,1.452,1.339,0.485,0.607,0.515,0.885,0.975,1.147,0.659,0.918,1.389,1.198,0.503,1.821,1.889,1.165,0.972,0.939,2.046,1.241,1.119,1.502,1.557,2.22,0.741,0.888,3.536,2.758,2.777,1.153,2.113,1.469,2.24,2.117,2.461,1.315,2.297,0.95,0.749,1.884,1.686,1.506,1.785,1.365,2.249,2.058,1.265,1.23,1.002,0.663,0.817,1.336,1.449,2.65,0.527,0.264,0.99,1.3,1.669,1.953,1.892,1.773,1.712,2.214,1.253,1.718,1.88,1.926,3.654,3.328,1.046,1.192,1.719,2.049,1.698,1.359,1.961,2.011,1.929,1.55,0.995,2.037,1.163,1.684,2.866,2.637,2.228,1.444,3.025
1979,0.835,0.262,0.473,0.287,0.623,0.192,0.475,0.378,0.421,0.439,0.617,0.323,0.642,0.655,0.552,0.529,0.373,0.219,0.162,0.423,0.395,0.543,0.281,0.252,0.278,0.747,0.385,0.357,0.219,0.201,0.264,0.643,0.313,0.183,0.405,0.131,0.197,0.482,0.643,0.551,0.232,0.151,0.149,0.098,0.307,0.387,0.273,0.423,0.777,0.437,0.202,0.829,0.545,0.269,0.385,0.7,0.636,0.273,0.208,0.67,0.574,1.556,0.173,0.284,2.237,1.373,1.531,0.308,0.933,0.436,1.499,1.448,1.655,0.292,0.619,0.673,0.878,1.816,0.486,0.341,0.462,0.584,0.581,0.586,0.982,0.611,0.99,0.584,0.267,0.434,1.662,1.32,0.156,0.189,0.888,0.269,1.339,1.018,0.68,0.386,0.206,0.783,0.268,2.032,0.218,0.774,3.55,3.881,0.212,0.248,0.886,1.423,1.352,0.422,0.56,0.544,0.647,0.836,0.359,0.285,0.327,1.942,0.428,0.257,0.578,0.631,0.892
1980,0.678,0.271,0.355,0.395,0.416,0.114,0.351,0.186,0.727,0.396,0.69,0.485,0.688,0.772,0.852,0.448,0.581,0.4,0.529,0.312,0.563,0.596,0.314,0.453,0.647,1.137,0.174,0.088,0.356,0.558,0.496,0.257,0.222,0.551,0.492,0.294,0.59,0.729,0.198,0.13,0.091,0.243,0.297,0.193,0.304,0.093,0.224,0.138,0.351,0.17,0.159,0.414,0.59,0.534,0.168,0.658,0.55,0.452,0.174,0.144,0.164,0.247,0.106,0.12,0.359,0.317,0.513,1.952,2.3,0.203,0.236,0.253,0.182,2.014,1.717,0.976,0.887,0.357,0.18,0.197,0.706,1.423,2.21,1.049,0.982,1.039,0.494,0.42,0.12,0.226,0.439,0.234,0.308,0.354,1.022,0.126,1.168,2.779,2.143,0.469,1.644,2.21,0.104,1.738,0.105,2.108,2.188,2.258,0.013,0.784,2.126,0.351,0.327,0.189,0.199,0.088,0.266,0.235,0.144,0.056,0.788,1.907,1.956,1.955,0.735,0.237,0.715
