,WSPRU-TA6-11-A,WSPRU-TA6-11-B,WSPRU-B-2-A,WSPRU-B-2-B,WSPRU-B-4-A,WSPRU-B-4-B,WSPRU-B-5-B,WSPRU-B-5-A,WSPRU-B-1-B,WSPRU-B-1-A,WSPRU-TA10-5-A,WSPRU-TA10-5-B,WSPRU-TA9-5-A,WSPRU-TA9-5-B,WSPRU-TA10-1-A,WSPRU-TA10-1-B,WSPRU-TA10-2-A,WSPRU-TA10-2-B,WSPRU-TA10-7-A,WSPRU-TA10-7-B,WSPRU-B-3-A,WSPRU-B-3-B,WSPRU-TA7-7-B,WSPRU-TA7-9-A,WSPRU-TA8-3-B,WSPRU-TA8-3-A,WSPRU-TA8-7-A,WSPRU-TA8-7-B,WSPRU-TA9-3-B,WSPRU-TA9-3-A,WSPRU-TA10-9-A,WSPRU-TA7-13-A,WSPRU-TA8-4-B,WSPRU-TA8-4-A,WSPRU-TA8-4-c,WSPRU-TA9-6-B,WSPRU-TA9-6-A,WSPRU-A-1-B,WSPRU-B-9-B,WSPRU-TA7-7-A,WSPRU-TA8-2-A,WSPRU-TA8-2-B,WSPRU-TA8-5-B,WSPRU-TA8-5-A,WSPRU-A-1-A,WSPRU-B-7-B,WSPRU-B-7-A,WSPRU-TA7-10-B,WSPRU-TA10-13-B,WSPRU-B-9-A,WSPRU-TA7-8-A,WSPRU-TA7-9-B,WSPRU-TA10-10-B,WSPRU-TA10-10-A,WSPRU-B-8-B,WSPRU-F-1-A,WSPRU-F-1-B,WSPRU-TA7-8-B,WSPRU-TA7-13-B,WSPRU-TA10-8-A,WSPRU-TA10-12-B,WSPRU-TA10-12-A,WSPRU-A-9-B,WSPRU-A-10-A,WSPRU-A-10-B,WSPRU-B-11-A,WSPRU-B-11-B,WSPRU-H-3-B,WSPRU-H-3-A,WSPRU-H-5-A,WSPRU-H-5-B,WSPRU-TA7-11-B,WSPRU-TA8-6-B,WSPRU-TA8-6-A,WSPRU-A-4-A,WSPRU-A-4-B,WSPRU-B-10-B,WSPRU-TA6-5-A,WSPRU-TA6-5-B,WSPRU-TA7-14-B,WSPRU-TA10-6-B,WSPRU-TA10-6-A,WSPRU-A-2-B,WSPRU-A-2-A,WSPRU-H-4-A,WSPRU-H-4-B,WSPRU-TA6-2-A,WSPRU-TA6-2-B,WSPRU-TA6-7-B,WSPRU-TA6-7-A,WSPRU-TA6-8-B,WSPRU-TA6-8-A,WSPRU-TA6-8-C,WSPRU-TA6-10-A,WSPRU-TA7-10-A,WSPRU-TA7-12-A,WSPRU-TA9-12-B,WSPRU-TA10-4-A,WSPRU-TA10-4-B,WSPRU-A-9-A,WSPRU-B-10-A,WSPRU-H-9-B,WSPRU-TA6-10-B,WSPRU-TA7-12-B,WSPRU-TA8-9-A,WSPRU-TA8-10-B,WSPRU-TA8-11-B,WSPRU-TA9-13-B,WSPRU-TA10-3-A,WSPRU-TA10-3-B,WSPRU-TA10-9-B,WSPRU-TA10-13-A,WSPRU-TA10-14-B,WSPRU-B-8-A,WSPRU-B-13-B,WSPRU-H-9-A,WSPRU-TA9-8-A,WSPRU-TA9-12-A,WSPRU-TA10-8-B,WSPRU-F-2-A,WSPRU-H-2-B,WSPRU-H-2-A,WSPRU-TA7-11-A,WSPRU-TA7-14-A,WSPRU-TA8-11-A,WSPRU-TA8-12-A,WSPRU-TA9-9-B,WSPRU-TA10-11-B,WSPRU-A-11-B,WSPRU-B-13-A,WSPRU-F-2-B,WSPRU-F-9-A,WSPRU-F-9-B,WSPRU-F-10-B,WSPRU-F-10-A,WSPRU-H-7-B,WSPRU-H-8-B,WSPRU-TA6-16-B,WSPRU-TA8-13-B,WSPRU-TA9-13-A,WSPRU-TA9-14-B,WSPRU-TA10-11-A,WSPRU-TA6-13-B,WSPRU-TA6-17-B,WSPRU-TA8-9-B,WSPRU-TA8-12-B,WSPRU-TA9-9-A,WSPRU-TA9-10-A,WSPRU-TA9-14-A,WSPRU-B-12-B,WSPRU-F-12-B,WSPRU-H-7-A,WSPRU-TA6-16-A,WSPRU-TA9-8-B,WSPRU-TA9-10-B,WSPRU-TA9-11-B,WSPRU-TA10-14-A,WSPRU-A-3-A,WSPRU-A-3-B,WSPRU-A-8-A,WSPRU-F-8-A,WSPRU-F-8-B,WSPRU-F-11-B,WSPRU-TA6-17-A,WSPRU-TA8-10-A,WSPRU-A-12-B,WSPRU-H-10-A,WSPRU-H-10-B,WSPRU-TA9-1-B,WSPRU-A-12-A,WSPRU-F-6-A,WSPRU-F-6-B,WSPRU-F-12-A,WSPRU-H-6-A,WSPRU-H-6-B,WSPRU-H-8-A,WSPRU-TA8-13-A,WSPRU-TA9-11-A,WSPRU-A-8-B,WSPRU-F-3-B,WSPRU-F-3-A,WSPRU-B-12-A,WSPRU-F-7-A,WSPRU-TA6-6-B,WSPRU-TA6-9-B,WSPRU-TA6-9-A,WSPRU-TA6-13-A,WSPRU-F-11-A,WSPRU-TA6-3-B,WSPRU-TA8-8-B,WSPRU-A-5-B,WSPRU-A-5-A,WSPRU-TA6-3-A,WSPRU-TA6-6-A,WSPRU-H-12-B,WSPRU-TA6-18-B,WSPRU-F-4-B,WSPRU-F-4-A,WSPRU-H-11-B,WSPRU-TA6-18-A,WSPRU-F-7-B,WSPRU-TA7-6-A,WSPRU-TA7-6-B,WSPRU-TA8-8-A,WSPRU-H-11-A,WSPRU-TA6-12-B,WSPRU-TA6-1-A,WSPRU-TA6-1-B,WSPRU-TA7-5-B,WSPRU-H-12-A,WSPRU-TA7-1-B,WSPRU-TA7-1-A,WSPRU-TA7-3-A,WSPRU-TA7-3-B,WSPRU-TA6-14-B,WSPRU-TA9-1-A,WSPRU-TA7-4-A,WSPRU-TA7-4-B,WSPRU-TA6-14-A,WSPRU-TA6-12-A,WSPRU-H-1-B,WSPRU-H-1-A
1982,1.734,1.544,1.151,1.261,0.92,1.064,0.306,0.287,1.941,1.313,0.995,1.063,1.312,1.114,0.085,1.427,1.606,1.619,0.406,2.032,0.209,0.193,1.876,1.341,0.527,0.404,0.143,0.099,1.149,0.989,3.882,1.388,1.884,1.884,1.716,0.651,0.405,1.968,1.237,1.781,1.249,1.037,2.806,2.492,2.117,0.558,0.566,0.951,0.398,1.351,1.374,1.86,2.437,3.146,1.223,1.559,2.07,1.8,1.4,2.004,1.208,1.206,1.67,2.277,2.527,1.797,1.084,2.622,2.226,0.571,0.613,1.771,0.572,0.536,1.024,1.035,1.341,0.425,0.184,1.467,0.094,0.301,0.914,1.151,0.901,0.717,0.36,0.456,0.1,0.1,0.638,0.168,0.123,0.238,1.029,1.201,1.371,1.133,1.568,1.796,1.83,1.3,0.188,1.416,1.304,2.473,2.222,1.583,1.499,1.737,3.795,1.817,2.054,1.578,1.162,1.291,0.904,1.228,2.116,1.581,0.076,0.117,1.713,1.852,2.421,1.996,0.956,0.544,1.617,0.916,2.242,3.433,2.593,2.797,3.246,2.373,1.932,1.169,2.192,1.61,1.487,3.235,0.907,0.879,1.081,1.842,1.062,1.103,1.421,1.605,1.676,2.337,1.358,1.278,1.378,1.462,2.709,0.305,0.259,1.082,2.009,1.992,1.802,1.24,2.028,1.51,1.254,1.249,0.095,2.004,0.163,0.241,1.891,2.655,2.361,1.989,1.939,1.422,1.188,0.782,0.973,1.664,2.917,0.158,0.189,0.167,0.791,2.785,0.347,2.658,0.251,0.219,0.266,0.178,1.147,0.937,0.157,0.128,1.764,0.701,2.285,0.178,0.233,2.842,1.953,1.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,2.169,1.822,1.384,1.354,0.845,1.069,0.507,0.447,2.194,1.273,0.827,0.991,1.376,0.16,1.752,0.732,0.55,2.142,0.816,1.415,0.478,0.31,2.136,1.581,0.717,0.378,0.223,0.11,1.621,1.228,0.435,2.017,1.841,1.841,1.79,0.577,0.45,1.715,1.526,2.3,1.044,0.976,2.919,2.792,1.799,0.925,0.762,1.332,2.388,1.599,1.82,2.194,0.534,0.541,1.661,2.131,2.705,1.866,1.798,1.604,0.942,0.945,1.496,2.467,2.899,2.053,1.347,2.265,2.035,0.529,0.486,2.098,0.463,0.612,0.976,0.984,1.387,0.126,0.44,1.736,0.201,0.261,0.537,0.776,0.88,0.737,0.264,0.703,0.1,0.1,0.125,0.964,0.127,0.92,1.159,1.524,1.689,0.733,1.375,1.466,1.607,1.371,0.122,1.805,1.413,2.229,2.643,2.115,1.395,0.697,0.252,3.062,1.581,1.765,1.568,1.465,1.166,1.749,0.426,1.705,0.108,0.167,1.719,2.397,2.593,1.9,1.335,0.954,2.156,1.18,3.02,3.816,3.247,3.222,3.91,2.182,1.716,1.027,2.666,1.875,2.046,3.274,1.611,2.783,1.105,2.039,1.149,1.402,1.696,1.74,1.996,2.017,2.719,1.501,1.388,1.353,2.544,0.307,0.329,0.878,1.794,2.149,2.308,1.226,2.079,1.502,1.694,1.975,0.25,2.139,0.214,0.419,2.198,2.647,2.369,1.705,2.04,1.487,0.925,0.91,1.206,2.049,2.228,0.287,0.312,0.347,1.064,3.289,0.776,1.784,0.229,0.221,0.266,0.263,1.214,0.807,0.216,0.139,1.704,0.698,2.461,0.255,0.381,2.073,2.123,1.499,0.343,0.29,0.376,1.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,1.337,1.751,1.564,1.3,0.783,1.111,0.375,0.33,2.407,1.564,0.729,0.931,2.071,0.236,0.209,0.874,0.614,1.935,2.886,2.85,0.492,0.282,2.121,2.137,0.841,0.488,0.259,0.183,0.617,2.022,0.327,1.98,2.238,2.238,2.67,0.597,0.661,2.011,1.573,2.698,1.57,1.075,3.732,2.825,1.95,0.922,0.847,1.997,2.485,1.563,2.188,2.424,2.012,0.195,1.379,2.069,2.389,2.132,2.008,0.092,0.77,1.774,1.428,2.311,2.848,1.75,1.493,2.476,2.477,0.846,0.888,2.226,0.478,0.481,1.329,1.372,1.16,0.369,0.532,1.708,0.322,0.342,0.827,0.9,1.149,0.905,0.244,0.645,0.1,0.1,0.921,1.079,0.15,0.528,1.545,2.32,1.873,1.882,1.017,1.947,1.387,1.656,0.317,1.919,1.533,2.521,2.17,2.381,2.02,0.94,0.23,1.337,1.565,1.868,1.549,1.608,1.251,1.808,0.513,2.136,0.16,0.223,2.058,2.522,2.146,2.123,1.287,2.809,2.356,1.221,2.991,3.888,3.311,3.23,3.353,2.18,1.773,1.228,2.565,2.24,1.87,3.367,0.88,1.557,1.277,1.722,1.272,1.219,1.865,1.854,1.799,1.95,1.501,1.234,1.757,1.796,0.122,0.378,0.366,1.601,2.038,2.614,2.335,1.531,2.675,2,1.858,2.33,0.501,2.229,0.251,0.346,2.114,2.695,2.43,1.898,2.543,1.75,1.507,1.079,1.687,2.292,1.956,0.344,0.232,0.277,1.388,2.656,0.51,1.905,0.418,0.472,0.417,0.168,1.37,1.247,0.309,0.193,2.078,1.244,2.224,0.272,0.389,2.147,2.202,1.879,0.21,0.296,0.391,1.415,0.666,0.608,0.398,0.432,NA,NA,NA,NA,NA,NA,NA,NA
1985,1.55,1.984,1.091,1.018,0.978,1.06,0.261,0.187,1.686,1.598,0.52,1.012,0.137,0.353,0.21,0.903,0.548,0.461,0.493,2.761,0.504,0.254,2.232,1.648,0.907,0.637,0.1,0.164,1.372,2.529,0.393,1.563,1.616,1.616,2.039,0.684,1.277,2.201,1.64,2.279,1.649,1.188,3.073,1.917,2.36,0.751,0.77,1.689,0.264,1.361,0.866,2.191,1.644,0.125,1.045,2.222,2.349,1.939,1.588,0.2,1.809,0.473,1.41,1.617,2.825,1.764,1.235,2.857,2.926,0.825,0.888,1.725,0.454,1.345,1.292,1.333,1.019,0.691,0.6,1.937,0.433,0.549,0.72,0.876,1.065,1.05,0.717,0.258,0.1,0.231,1.131,1.092,NA,0.406,1.427,1.329,2.509,1.626,0.878,1.328,1.192,1.693,0.789,1.899,1.378,2.168,1.662,2.68,2.198,1.442,0.22,1.339,1.686,1.512,1.552,1.742,1.127,2.208,0.479,2.041,0.171,0.395,1.996,2.106,1.832,2.1,1.257,1.415,2.117,1.397,2.599,3.739,2.755,3.721,2.801,2.699,1.639,1.381,2.248,2.136,1.835,0.637,1.026,1.543,1.444,1.659,1.652,1.169,1.476,2.215,2.163,2.682,1.545,1.496,1.758,1.893,0.125,0.521,0.499,1.411,2.33,2.169,2.629,1.054,1.954,1.774,1.441,2.609,0.443,2.282,0.61,0.303,2.119,2.633,2.602,2.033,2.325,1.926,1.438,0.992,1.354,2.176,2.164,0.538,0.306,0.284,1.257,3.108,0.609,2.082,0.347,0.54,0.501,0.372,1.615,1.677,0.263,0.262,2.208,1.394,2.275,0.393,0.201,2.437,2.489,2.385,0.346,0.373,0.639,1.885,0.33,0.46,0.453,0.324,1.225,0.527,NA,NA,NA,NA,NA,NA
1986,2.472,0.499,1.101,1.333,1.132,1.214,0.423,0.425,1.901,1.77,0.599,1.113,0.229,1.303,1.818,1.187,0.691,0.227,0.445,2.814,0.793,0.603,1.989,2.043,0.644,0.598,0.828,0.559,2.262,2.752,0.362,1.771,1.743,1.743,1.84,0.679,1.203,3.122,1.688,2.052,1.108,0.78,3.411,2.632,3.012,1.471,1.295,1.836,1.962,1.78,1.135,2.913,0.13,2.32,1.672,2.667,3.133,1.621,1.873,1.881,0.451,0.273,1.533,2.73,3.299,2.088,1.476,2.73,2.594,0.973,1.037,2.131,0.767,1.089,1.283,1.459,1.299,0.183,0.164,1.912,0.371,0.382,0.862,0.912,1.374,1.071,0.099,0.338,0.204,0.132,0.308,0.225,NA,0.329,1.515,1.336,2.063,1.003,0.692,1.143,1.412,1.355,0.685,1.93,1.732,2.472,2.213,1.842,1.947,1.854,4.105,3.104,1.407,2.287,1.369,1.575,1.585,2.092,2.372,2.688,0.374,0.08,1.758,2.007,2.805,2.579,1.37,0.726,2.198,1.334,3.053,4.037,3.43,3.494,2.718,2.419,2.164,1.057,2.981,2.444,1.995,3.006,1.476,1.355,1.819,2.084,1.713,1.286,1.258,2.111,2.338,2.604,1.626,1.806,2.249,2.37,1.938,0.558,0.419,1.433,1.938,2.578,2.052,1.51,2.399,1.657,2.11,2.346,0.349,2.162,0.678,0.44,2.586,2.764,2.392,2.095,3.061,2.137,1.409,1.143,1.479,2.364,2.252,0.3,0.223,0.242,0.88,3.364,0.136,2.134,0.339,0.417,0.454,0.126,1.54,1.535,0.186,0.234,2.051,1.638,2.311,0.478,0.316,2.465,1.619,1.893,0.228,0.342,0.377,1.901,0.315,0.36,0.148,0.176,1.11,0.396,0.864,0.563,NA,NA,NA,NA
1987,0.327,2.796,1.377,1.576,0.994,1.326,0.543,0.391,2.776,2.014,0.629,0.842,0.288,0.375,1.801,0.994,0.215,0.218,0.517,2.46,1.032,0.814,1.885,1.28,0.386,0.452,0.222,0.642,2.325,2.493,3.088,1.782,1.47,1.47,1.546,0.702,0.76,2.477,1.678,1.621,1.429,0.979,1.707,1.378,2.857,1.136,1.32,1.031,2.359,1.929,1.318,1.279,2.383,0.151,1.652,2.539,2.877,1.525,1.824,0.137,1.687,1.772,1.581,2.237,3.181,2.004,1.42,3.216,3.004,1.37,1.46,1.771,0.47,0.461,1.567,1.483,1.267,0.496,0.38,1.915,0.279,0.445,1.266,1.564,1.828,1.24,0.673,0.443,0.165,0.238,1.073,1.261,NA,0.42,0.931,1.318,1.645,1.63,1.453,1.44,1.553,1.558,0.423,2.073,1.44,1.829,0.799,2.088,1.446,1.603,3.098,3.676,1.047,2.279,1.8,1.72,1.526,1.558,2.162,2.503,0.393,0.399,1.588,2.927,1.073,1.428,1.504,2.715,2.218,1.26,3.545,3.914,3.886,3.088,2.581,2.575,2.408,1.561,2.323,1.893,2.204,2.778,1.181,2.634,1.387,1.243,1.63,1.574,1.132,2.153,1.711,2.654,1.592,1.986,2.505,2.362,0.149,0.481,0.363,1.646,1.903,0.83,1.526,1.33,1.364,2.208,2.36,2.382,0.257,2.254,0.487,0.489,1.959,2.67,2.894,2.244,2.498,2.014,1.725,1.08,1.345,2.03,1.929,0.26,0.219,0.311,1.755,2.697,0.584,2.478,0.505,0.777,0.159,0.261,1.559,1.143,0.227,0.212,2.191,1.069,1.857,0.335,0.32,2.789,1.897,2.308,0.356,0.393,0.254,1.637,0.24,0.262,0.185,0.261,1.336,0.372,0.275,0.337,NA,NA,NA,NA
1988,0.57,0.513,0.813,1.075,0.811,0.938,0.374,0.259,1.675,1.269,0.604,1.035,1.455,0.198,1.324,1.009,0.107,0.95,2.269,1.845,0.761,0.629,1.983,0.333,0.635,0.738,0.147,0.27,0.883,1.63,0.35,1.066,1.126,1.126,1.006,0.186,0.443,2.161,1.311,2.158,0.942,0.475,0.608,0.407,1.968,0.8,0.781,0.387,1.513,1.485,1.113,0.408,0.112,0.144,1.569,2.455,2.686,1.084,1.489,0.096,1.183,1.077,0.983,1.88,2.474,1.505,0.884,1.778,2.052,0.821,0.698,0.656,0.394,0.395,1.091,0.976,1.272,0.657,0.669,0.877,0.363,0.175,0.871,0.966,1.267,0.82,1.064,0.622,0.242,0.196,1.16,1.117,NA,0.381,0.314,0.903,1.415,1.303,1.129,1.052,1.246,1.592,0.311,1.097,1.065,2.158,0.518,2.478,1.655,0.913,3.131,2.674,0.836,2.228,1.596,1.375,0.86,1.434,0.102,1.699,0.504,0.493,0.565,1.759,0.564,1.326,0.83,0.434,1.636,1.418,2.361,2.884,2.796,2.873,2.371,1.559,1.483,1.126,1.658,1.944,2.172,1.037,0.532,1.349,1.212,1.348,0.924,0.993,1.174,1.54,1.181,1.838,1.573,1.004,1.646,1.408,1.636,0.59,0.343,2.244,1.928,2.617,1.586,0.998,1.753,1.828,1.359,1.601,0.142,2.135,0.628,0.782,1.357,2.07,1.81,1.527,1.658,1.286,1.904,1.289,1.447,1.779,2.22,0.479,0.598,0.435,1.083,2.713,0.968,1.782,0.488,0.408,1.127,0.309,1.442,1.422,0.235,0.221,1.833,1.525,2.367,0.423,0.351,1.037,1.611,2.92,0.1,0.253,0.373,1.773,0.234,0.264,0.18,0.244,1.908,0.578,0.494,0.362,2.019,NA,NA,NA
1989,5.387,0.385,0.996,0.904,1.217,1.526,0.471,0.362,1,0.929,1.01,0.899,0.443,0.32,0.748,0.852,0.323,1.008,0.348,2.262,0.962,0.734,2.024,0.583,0.536,0.598,0.17,0.084,1.608,2.034,0.326,1.682,1.81,1.81,1.974,0.72,0.822,3.269,1.257,2.225,1.319,0.623,1.277,0.943,3.175,1.29,1.174,0.409,2.298,1.435,1.134,1.063,2.552,1.96,1.395,2.413,2.803,1.156,2.204,2.03,0.47,1.164,1.251,2.182,2.509,1.692,1.259,2.752,2.451,1.375,1.273,0.708,0.8,0.391,1.66,1.923,1.622,0.781,1.028,1.576,0.546,0.482,1.345,1.798,1.455,1.201,1.035,0.656,0.269,0.378,1.98,1.909,NA,0.391,0.376,1.31,1.616,1.228,1.449,1.04,1.675,1.454,0.377,0.922,1.81,2.305,1.243,2.011,3.715,1.268,2.566,3.292,0.935,1.861,1.553,1.217,1.077,1.335,2.156,2.509,0.725,0.666,0.689,2.444,1.281,1.966,1.239,0.857,2.117,1.614,2.789,4.257,2.605,2.659,2.578,2.228,1.724,1.505,3.02,1.77,2.49,3.595,1.431,1.058,2.276,2.13,1.361,0.75,1.392,2.162,1.479,2.632,1.926,1.417,1.439,1.689,0.284,0.664,0.537,1.421,2.379,2.853,2.479,1.417,2.409,2.497,1.221,1.292,0.048,2.276,0.952,0.921,1.621,2.454,2.364,1.509,2.837,1.541,1.571,2.154,1.905,2.562,2.44,0.225,0.408,0.536,1.507,3,0.722,1.233,0.88,0.882,0.88,0.799,2.227,1.621,0.187,0.225,2.135,2.013,2.259,0.438,0.382,1.149,2.5,2.335,0.368,0.337,0.447,2.721,0.187,0.132,0.294,0.321,2.066,0.389,0.657,0.659,2.525,1.741,0.52,0.401
1990,1.008,1.079,0.694,0.64,1.01,0.88,0.295,0.254,1.226,0.882,0.62,0.668,0.289,0.743,0.058,0.709,0.207,1.115,1.673,0.464,0.441,0.37,1.868,0.53,0.24,0.418,0.105,0.154,1.382,1.399,1.949,1.215,1.19,1.19,1.498,0.486,0.916,2.489,1.036,1.931,0.891,0.556,1.371,0.932,2.074,0.375,0.396,0.62,1.293,1.158,1.035,0.785,1.767,2.151,1.341,2.646,2.552,1.049,1.381,0.089,0.936,1.337,0.974,1.943,2.229,1.12,0.833,2.54,2.43,1.121,1.377,0.542,0.369,0.306,1.209,1.147,0.982,0.549,0.715,1.229,0.314,0.358,0.66,0.852,1.285,1.119,0.743,0.516,0.494,0.214,1.212,1.034,NA,0.455,1.1,1.313,1.229,0.722,0.968,1.101,1.065,1.135,0.529,0.934,1.297,2.203,0.872,1.616,0.677,0.756,2.208,2.075,0.627,1.623,1.618,0.996,0.968,1.03,0.105,1.897,0.839,0.79,0.362,2.152,0.875,1.244,1.131,1.681,0.89,1.453,1.778,3.076,2.65,2.411,2.227,1.744,1.391,1.622,1.72,1.709,1.702,0.781,0.857,1.639,1.485,1.004,1.491,0.86,1.241,1.635,1.053,2.427,1.546,1.113,0.953,1.557,0.029,0.304,0.289,2.032,1.852,2.147,2.506,1.065,2.14,1.623,1.506,1.675,0.058,1.583,0.37,0.85,1.251,1.887,2.025,1.403,1.743,1.386,1.824,1.629,1.143,1.628,2.209,0.446,0.411,0.419,1.208,2.601,0.891,0.812,0.404,0.416,0.87,0.714,1.688,1.525,0.322,0.339,1.788,1.831,2.026,0.551,0.447,0.672,1.809,2.985,0.657,0.716,0.216,1.921,0.279,0.362,0.379,0.493,2.627,0.214,1.137,0.789,2.486,1.779,0.219,0.179
1991,2.876,6.65,0.671,0.901,1.089,1.064,0.328,0.229,1.184,0.713,0.447,0.581,0.431,0.912,0.053,0.799,0.76,0.148,1.771,2.212,0.271,0.234,1.692,0.415,0.214,0.324,0.167,0.188,1.472,1.772,1.673,1.086,1.661,1.661,1.395,0.952,0.653,2.122,1.469,1.631,0.859,0.699,1.472,0.902,1.905,0.733,0.812,0.646,0.046,1.329,0.715,0.762,1.396,1.805,1.226,2.106,2.388,1.007,1.409,0.809,0.342,1.185,1.077,2.016,2.305,1.321,1.142,2.879,2.835,1.289,1.533,0.473,0.147,0.908,1.245,1.726,1.267,0.992,1.142,1.149,0.454,0.06,0.777,1.023,1.392,1.332,1.14,0.924,0.287,0.284,2.693,2.627,NA,0.254,0.615,0.936,1.18,0.835,1.323,1.117,1.501,1.656,0.328,0.894,1.576,1.801,1.299,1.735,0.676,3.043,2.003,1.679,0.524,1.547,2.012,1.134,1.12,0.97,1.01,2.006,0.89,0.979,0.951,1.226,1.297,1.79,1.072,1.946,1.047,1.403,1.308,3.139,2.225,2.033,2.211,2.211,1.739,1.627,2.444,1.398,2.057,0.961,0.824,0.95,1.857,1.433,1.929,0.994,1.1,2.163,1.064,2.745,1.951,1.267,1.349,1.481,0.975,0.544,0.617,2.245,1.624,1.668,2.526,1.23,2.282,1.589,1.086,1.424,0.101,1.47,0.698,0.808,1.221,1.943,2.37,1.568,2.692,1.431,1.469,1.841,1.217,1.968,2.642,0.627,0.548,0.937,1.323,2.579,1.435,1.382,0.487,0.569,1.077,0.133,2.101,2.27,0.157,0.324,2.234,2.331,2.618,0.557,0.433,1.163,2.3,3.019,0.462,0.674,0.307,2.207,0.274,0.443,0.265,0.468,2.462,0.11,0.825,0.876,2.683,2.151,0.43,0.49
1992,0.585,4.161,0.49,0.506,0.67,0.876,0.461,0.264,1.48,1.107,0.265,0.523,1.011,0.625,0.083,0.725,0.392,0.183,1.435,0.411,0.323,0.262,0.963,0.373,0.131,0.327,0.222,0.198,1.622,1.552,1.191,0.975,1.311,1.311,1.62,1.033,0.613,1.58,1.303,1.137,0.668,0.825,1.32,1.023,2.117,1.068,1.207,0.653,2.359,1.006,0.449,0.752,1.116,1.126,0.943,2.36,2.282,0.53,1.377,0.84,0.387,0.281,1.034,1.523,1.434,0.83,0.777,0.995,0.635,0.737,0.385,0.299,0.106,0.9,1.685,1.748,0.971,0.998,1.171,0.974,0.29,0.035,1.333,1.021,0.738,0.804,0.784,0.857,0.259,0.257,1.033,1.241,NA,0.213,0.388,0.985,0.922,0.448,0.406,0.712,1.04,0.962,0.211,0.626,1.265,1.14,1.656,1.492,0.833,1.328,1.227,1.519,0.675,1.056,1.326,0.951,1.216,0.372,0.806,1.506,1.03,0.96,0.287,1.205,1.543,1.364,1.102,0.798,0.531,0.898,1.531,2.856,2.154,1.806,1.762,1.939,0.978,1.625,1.578,1.228,1.542,1.448,1.435,1.413,1.369,1.093,1.248,0.832,0.982,2.039,1.014,1.857,3.159,1.363,1.011,1.641,0.064,0.255,0.372,1.153,1.097,1.189,2.524,1.067,1.377,1.263,0.83,1.056,0.112,1.164,0.59,0.454,0.666,1.74,1.132,0.871,1.599,1.261,1.048,0.973,0.941,2.232,1.896,0.189,1.051,0.824,0.251,2.376,0.38,0.976,0.107,0.197,2.229,0.542,1.48,1.459,0.124,0.149,1.038,1.265,2.013,0.882,0.847,0.998,1.012,3.416,0.719,1.343,0.919,1.926,0.264,0.322,0.237,0.288,2.581,0.111,0.64,0.472,2.015,1.802,0.382,0.32
1993,2.398,3.774,0.515,0.424,0.922,0.807,0.232,0.182,1.467,0.876,0.294,0.548,0.15,0.737,0.58,0.659,0.62,0.889,1.281,1.428,0.243,0.23,1.451,0.427,0.331,0.63,0.231,0.154,0.214,1.315,1.424,1.035,0.645,0.645,0.882,0.73,0.563,1.52,1.094,1.508,0.696,0.784,1.06,1.044,1.669,0.577,0.59,0.575,1.056,1.174,1.211,0.728,1.795,1.439,1.006,2.245,1.882,0.723,1.517,0.552,0.352,0.85,0.587,1.996,2.185,1.082,0.998,2.2,2.327,1.688,1.01,0.438,0.183,1.469,0.883,0.967,1.211,0.394,0.518,1.022,0.268,0.101,0.596,0.713,0.76,0.592,1.269,0.784,0.152,0.12,1.081,1.089,NA,0.11,0.415,1.126,0.971,2.685,2.424,0.743,1.31,1.211,0.211,0.862,1.243,1.251,1.372,1.675,0.584,2.253,1.576,1.218,0.48,1.542,1.331,1.419,1.104,0.605,0.124,1.665,0.534,0.561,0.856,1.544,0.958,1.507,1.028,1.21,0.524,1.123,1.342,2.46,1.805,1.686,1.487,1.69,1.161,0.837,1.886,1.322,1.284,2.134,0.463,1.231,1.529,1.361,1.018,0.899,0.93,1.081,0.698,2.05,1.808,1.431,1.76,1.566,0.863,0.314,0.229,1.013,0.851,1.057,2.747,0.918,1.376,1.494,0.838,1.426,0.141,1.61,0.493,0.38,0.589,1.876,1.436,1.072,1.951,1.363,0.716,0.777,0.746,1.302,1.953,0.242,0.182,0.095,0.784,2.265,0.075,1.124,0.097,0.117,0.113,0.187,1.601,1.297,0.131,0.157,1.665,1.651,2.184,0.426,0.483,1.085,1.311,2.565,0.125,1.024,1.086,2.136,0.411,0.49,0.234,0.278,2.642,0.124,0.687,0.766,1.92,2.622,0.386,0.424
