,WSPRU-TA6-11-A,WSPRU-TA6-11-B,WSPRU-B-2-A,WSPRU-B-2-B,WSPRU-B-4-A,WSPRU-B-4-B,WSPRU-B-5-B,WSPRU-B-5-A,WSPRU-B-1-B,WSPRU-B-1-A,WSPRU-TA10-5-A,WSPRU-TA10-5-B,WSPRU-TA9-5-A,WSPRU-TA9-5-B,WSPRU-TA10-1-A,WSPRU-TA10-1-B,WSPRU-TA10-2-A,WSPRU-TA10-2-B,WSPRU-TA10-7-A,WSPRU-TA10-7-B,WSPRU-B-3-A,WSPRU-B-3-B,WSPRU-TA7-7-B,WSPRU-TA7-9-A,WSPRU-TA8-3-B,WSPRU-TA8-3-A,WSPRU-TA8-7-A,WSPRU-TA8-7-B,WSPRU-TA9-3-B,WSPRU-TA9-3-A,WSPRU-TA10-9-A,WSPRU-TA7-13-A,WSPRU-TA8-4-B,WSPRU-TA8-4-A,WSPRU-TA8-4-c,WSPRU-TA9-6-B,WSPRU-TA9-6-A,WSPRU-A-1-B,WSPRU-B-9-B,WSPRU-TA7-7-A,WSPRU-TA8-2-A,WSPRU-TA8-2-B,WSPRU-TA8-5-B,WSPRU-TA8-5-A,WSPRU-A-1-A,WSPRU-B-7-B,WSPRU-B-7-A,WSPRU-TA7-10-B,WSPRU-TA10-13-B,WSPRU-B-9-A,WSPRU-TA7-8-A,WSPRU-TA7-9-B,WSPRU-TA10-10-B,WSPRU-TA10-10-A,WSPRU-B-8-B,WSPRU-F-1-A,WSPRU-F-1-B,WSPRU-TA7-8-B,WSPRU-TA7-13-B,WSPRU-TA10-8-A,WSPRU-TA10-12-B,WSPRU-TA10-12-A,WSPRU-A-9-B,WSPRU-A-10-A,WSPRU-A-10-B,WSPRU-B-11-A,WSPRU-B-11-B,WSPRU-H-3-B,WSPRU-H-3-A,WSPRU-H-5-A,WSPRU-H-5-B,WSPRU-TA7-11-B,WSPRU-TA8-6-B,WSPRU-TA8-6-A,WSPRU-A-4-A,WSPRU-A-4-B,WSPRU-B-10-B,WSPRU-TA6-5-A,WSPRU-TA6-5-B,WSPRU-TA7-14-B,WSPRU-TA10-6-B,WSPRU-TA10-6-A,WSPRU-A-2-B,WSPRU-A-2-A,WSPRU-H-4-A,WSPRU-H-4-B,WSPRU-TA6-2-A,WSPRU-TA6-2-B,WSPRU-TA6-7-B,WSPRU-TA6-7-A,WSPRU-TA6-8-B,WSPRU-TA6-8-A,WSPRU-TA6-8-C,WSPRU-TA6-10-A,WSPRU-TA7-10-A,WSPRU-TA7-12-A,WSPRU-TA9-12-B,WSPRU-TA10-4-A,WSPRU-TA10-4-B,WSPRU-A-9-A,WSPRU-B-10-A,WSPRU-H-9-B,WSPRU-TA6-10-B,WSPRU-TA7-12-B,WSPRU-TA8-9-A,WSPRU-TA8-10-B,WSPRU-TA8-11-B,WSPRU-TA9-13-B,WSPRU-TA10-3-A,WSPRU-TA10-3-B,WSPRU-TA10-9-B,WSPRU-TA10-13-A,WSPRU-TA10-14-B,WSPRU-B-8-A,WSPRU-B-13-B,WSPRU-H-9-A,WSPRU-TA9-8-A,WSPRU-TA9-12-A,WSPRU-TA10-8-B,WSPRU-F-2-A,WSPRU-H-2-B,WSPRU-H-2-A,WSPRU-TA7-11-A,WSPRU-TA7-14-A,WSPRU-TA8-11-A,WSPRU-TA8-12-A,WSPRU-TA9-9-B,WSPRU-TA10-11-B,WSPRU-A-11-B,WSPRU-B-13-A,WSPRU-F-2-B,WSPRU-F-9-A,WSPRU-F-9-B,WSPRU-F-10-B,WSPRU-F-10-A,WSPRU-H-7-B,WSPRU-H-8-B,WSPRU-TA6-16-B,WSPRU-TA8-13-B,WSPRU-TA9-13-A,WSPRU-TA9-14-B,WSPRU-TA10-11-A,WSPRU-TA6-13-B,WSPRU-TA6-17-B,WSPRU-TA8-9-B,WSPRU-TA8-12-B,WSPRU-TA9-9-A,WSPRU-TA9-10-A,WSPRU-TA9-14-A,WSPRU-B-12-B,WSPRU-F-12-B,WSPRU-H-7-A,WSPRU-TA6-16-A,WSPRU-TA9-8-B,WSPRU-TA9-10-B,WSPRU-TA9-11-B,WSPRU-TA10-14-A,WSPRU-A-3-A,WSPRU-A-3-B,WSPRU-A-8-A,WSPRU-F-8-A,WSPRU-F-8-B,WSPRU-F-11-B,WSPRU-TA6-17-A,WSPRU-TA8-10-A,WSPRU-A-12-B,WSPRU-H-10-A,WSPRU-H-10-B,WSPRU-TA9-1-B,WSPRU-A-12-A,WSPRU-F-6-A,WSPRU-F-6-B,WSPRU-F-12-A,WSPRU-H-6-A,WSPRU-H-6-B,WSPRU-H-8-A,WSPRU-TA8-13-A,WSPRU-TA9-11-A,WSPRU-A-8-B,WSPRU-F-3-B,WSPRU-F-3-A,WSPRU-B-12-A,WSPRU-F-7-A,WSPRU-TA6-6-B,WSPRU-TA6-9-B,WSPRU-TA6-9-A,WSPRU-TA6-13-A,WSPRU-F-11-A,WSPRU-TA6-3-B,WSPRU-TA8-8-B,WSPRU-A-5-B,WSPRU-A-5-A,WSPRU-TA6-3-A,WSPRU-TA6-6-A,WSPRU-H-12-B,WSPRU-TA6-18-B,WSPRU-F-4-B,WSPRU-F-4-A,WSPRU-H-11-B,WSPRU-TA6-18-A,WSPRU-F-7-B,WSPRU-TA7-6-A,WSPRU-TA7-6-B,WSPRU-TA8-8-A,WSPRU-H-11-A,WSPRU-TA6-12-B,WSPRU-TA6-1-A,WSPRU-TA6-1-B,WSPRU-TA7-5-B,WSPRU-H-12-A,WSPRU-TA7-1-B,WSPRU-TA7-1-A,WSPRU-TA7-3-A,WSPRU-TA7-3-B,WSPRU-TA6-14-B,WSPRU-TA9-1-A,WSPRU-TA7-4-A,WSPRU-TA7-4-B,WSPRU-TA6-14-A,WSPRU-TA6-12-A,WSPRU-H-1-B,WSPRU-H-1-A
1956,1.264,1.205,0.473,0.615,0.69,0.533,0.44,0.393,0.926,0.888,0.696,0.917,0.632,0.42,0.521,0.467,0.543,0.516,0.435,0.491,0.43,0.512,0.541,0.713,0.464,0.425,0.364,0.37,0.287,0.164,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,1.772,1.649,0.317,0.297,0.12,0.251,0.136,0.115,0.435,0.352,0.491,0.624,0.701,0.559,0.694,0.625,0.563,0.707,0.668,0.594,0.274,0.229,0.2,2.638,0.34,0.481,0.158,0.131,0.652,0.672,0.325,0.439,0.409,0.409,0.629,0.519,0.448,0.339,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,1.952,1.692,0.292,0.259,0.16,0.207,0.164,0.174,0.534,0.409,0.5,0.744,0.588,0.628,0.765,0.47,0.429,0.805,0.433,0.502,0.159,0.26,0.286,0.82,0.509,0.492,0.258,0.192,0.535,0.597,0.317,0.626,0.454,0.454,0.524,0.392,0.243,0.353,1.433,0.398,0.376,0.493,0.814,0.787,0.245,0.476,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,0.988,0.938,0.516,0.751,0.326,0.365,0.446,0.528,0.925,1.015,0.439,0.717,1.351,0.649,1.065,0.786,0.699,1.191,0.557,0.744,0.237,0.286,0.435,0.799,0.351,0.343,0.164,0.096,0.646,1.008,0.372,0.751,0.532,0.532,0.531,0.266,0.258,0.485,1.448,0.41,0.325,0.319,0.759,0.661,0.28,0.41,0.374,0.701,0.58,1.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,1.297,1.056,0.749,1.103,0.815,0.673,0.636,0.735,1.464,1.538,1.368,1.179,0.881,0.698,0.663,0.507,0.505,0.771,0.18,1.159,0.365,0.557,0.384,1.094,0.406,0.429,0.273,0.163,0.835,0.836,0.436,0.818,0.837,0.837,0.8,0.245,0.627,0.776,2.002,0.436,0.436,0.551,0.991,1.134,0.77,0.506,0.436,0.73,0.543,2.389,1.71,0.78,0.445,0.401,1.801,0.933,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,1.234,1.246,0.79,1.109,0.855,0.697,0.533,0.553,1.283,1.624,0.74,0.798,0.921,0.696,0.749,0.54,0.7,0.775,0.658,0.679,0.575,0.539,0.977,1.937,0.744,0.546,0.391,0.24,0.847,0.879,0.479,0.947,1.015,1.015,1.25,0.322,0.343,0.277,1.834,0.672,1.02,0.842,1.242,1.328,0.22,0.439,0.451,1.377,0.72,1.759,1.694,1.376,0.424,0.399,1.722,0.264,0.443,1.356,0.712,0.254,0.955,0.75,1.501,1.553,0.927,1.32,1.61,1.027,0.99,0.567,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,0.868,0.907,1.391,1.976,1.378,1.173,1.191,1.203,2.314,2.75,0.829,1.306,1.349,1.175,0.211,0.255,0.719,0.208,0.889,0.969,0.872,0.855,1.135,1.909,0.732,0.55,0.284,0.273,0.271,0.264,0.362,1.243,0.74,0.74,0.852,0.458,0.469,0.448,2.393,1.347,0.802,0.691,0.586,0.656,0.266,0.328,0.411,1.354,0.504,2.135,1.717,1.643,0.285,0.335,1.654,0.833,0.911,2.579,1.107,0.191,0.273,0.369,1.676,1.883,1.37,2.111,2.418,0.178,0.759,0.352,0.346,0.497,0.313,0.369,0.489,1.047,1.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,0.851,0.437,1.094,1.49,1.079,1.021,0.925,0.788,2.026,2.388,0.9,1.124,1.833,1.876,0.308,0.379,0.454,0.442,0.772,0.314,0.443,0.509,0.95,1.829,0.633,0.301,0.261,0.198,0.858,0.631,0.242,1.647,0.783,0.783,0.832,0.926,0.375,0.397,1.795,1.157,0.941,0.659,0.788,0.992,0.297,0.517,0.651,1.807,0.951,1.81,1.512,1.87,0.576,0.333,1.1,0.723,0.579,2.469,1.536,0.238,0.352,0.507,1.588,1.944,1.909,1.507,1.972,0.733,1.159,0.243,0.394,0.559,0.408,0.348,0.307,0.504,1.345,0.284,0.366,2.795,0.36,0.42,0.317,0.231,0.473,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,0.101,0.114,1.623,1.829,2.182,1.765,1.088,1.037,2.534,2.787,1.622,1.55,0.627,0.419,1.651,0.962,1.1,1.735,0.774,1.098,0.648,0.795,1.285,1.939,0.667,0.333,0.147,0.1,0.76,0.633,0.344,1.581,1.143,1.143,1.147,0.488,0.591,0.76,2.133,1.654,0.518,0.681,1.066,1.053,0.571,0.555,0.593,1.98,1.717,2.221,2.032,2.159,0.784,0.546,1.816,1.01,0.818,2.63,1.62,0.617,0.882,0.614,1.885,2.166,1.814,2.243,2.875,0.451,0.949,0.339,0.373,0.87,0.274,0.329,0.481,0.401,1.75,0.229,0.243,3.044,0.364,0.249,0.308,0.327,0.535,0.56,0.219,0.134,0.579,0.636,0.23,0.387,0.312,0.366,2.528,1.603,1.754,1.207,1.367,1.886,1.746,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,0.163,0.241,1.545,1.658,2.043,1.429,1.277,1.343,2.449,2.27,1.526,1.306,2.33,2.59,1.458,0.904,0.812,1.547,0.519,0.251,1.057,1.224,1.383,2.109,0.663,0.396,0.26,0.199,1.178,0.841,0.551,1.811,1.165,1.165,1.055,0.864,1.001,0.724,2.289,1.894,0.609,0.714,1.371,1.246,0.807,0.505,0.684,2.088,1.231,2.354,2.996,2.456,0.717,0.722,1.752,1.337,1.286,2.789,1.948,0.618,0.571,0.521,2.349,2.142,2.023,1.613,2.028,0.541,0.833,0.283,0.115,1.18,0.346,0.22,1.031,0.731,1.69,0.275,0.32,2.985,0.5,0.411,0.361,0.305,0.623,0.607,0.187,0.182,0.492,0.527,0.361,0.475,0.419,0.687,3.143,1.509,2.117,0.707,0.625,2.358,1.626,0.972,0.372,1.606,1.002,1.048,1.223,2.093,1.052,1.56,0.563,0.42,1.024,2.206,1.513,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,0.255,0.504,1.18,1.422,1.699,1.287,1.366,1.266,2.196,2.009,1.398,1.222,0.318,0.383,1.862,1.162,1.013,0.534,0.731,1.366,0.952,0.889,1.154,1.9,0.62,0.668,0.299,0.214,0.871,0.523,0.978,1.563,1.647,1.647,1.381,0.615,0.711,0.58,2.396,1.603,0.741,0.81,1.219,1.159,0.48,0.456,0.439,1.8,1.915,2.248,2.418,2.252,0.682,0.642,2.058,0.616,0.588,2.105,1.802,0.719,0.693,0.605,1.983,2.426,2.333,2.141,2.551,0.719,0.928,0.222,0.223,1.566,0.323,0.35,0.993,0.863,1.768,0.263,0.307,2.695,0.682,0.479,0.325,0.383,0.579,0.576,0.241,0.207,0.827,0.72,0.621,0.558,0.57,0.775,2.661,1.639,2.043,1.154,1.008,2.407,1.876,1.277,0.581,1.81,0.943,1.231,0.887,2.662,1.165,1.482,0.739,0.601,1.478,2.56,2.019,1.261,0.642,1.9,0.924,0.14,0.474,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,0.736,0.499,0.935,1.182,1.205,1.014,1.044,0.995,1.734,1.734,0.981,1.171,1.396,0.492,1.413,1.271,1.052,1.472,1.667,1.557,0.863,0.886,1.119,2.257,0.646,0.648,0.32,0.206,0.714,0.595,0.639,1.43,1.443,1.443,1.269,0.662,0.584,1.058,2.524,1.289,0.936,0.775,1.447,1.54,0.826,0.343,0.285,1.592,1.503,2.316,2.563,2.494,0.949,1.041,2.051,0.864,0.903,2.746,1.223,0.359,0.458,0.748,1.818,2.431,2.628,1.64,1.941,0.812,0.974,0.31,0.377,1.724,0.134,0.195,1.119,0.969,1.355,0.37,0.425,2.725,0.608,0.586,0.348,0.413,0.546,0.55,0.397,0.504,0.936,0.878,0.478,0.483,0.496,0.877,2.443,1.736,1.346,1.177,0.718,2.202,1.385,1.619,0.759,1.575,0.841,1.063,1.367,2.026,0.939,0.93,0.424,0.66,1.119,1.699,1.079,1.783,1.126,1.604,0.77,0.132,0.511,0.474,0.968,2.802,0.882,0.773,1.271,0.965,2.101,1.1,0.12,2.025,1.329,0.907,1.56,1.455,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,0.588,0.408,1.109,1.303,1.14,1.206,1.019,1.121,1.261,1.57,0.903,1.113,0.237,1.766,0.226,1.22,1.154,1.498,1.908,0.671,0.759,0.821,1.331,2.153,0.617,0.576,0.224,0.23,0.899,0.747,0.902,1.677,1.715,1.715,1.629,0.48,0.446,0.178,2.164,1.492,0.745,0.672,1.574,1.402,0.259,0.47,0.482,1.338,2.117,1.95,2.028,2.062,1.631,1.115,2.013,0.169,0.161,2.179,1.628,0.976,1.65,1.186,2.513,2.432,2.593,1.554,1.916,0.956,1.17,0.281,0.372,1.65,0.235,0.129,0.165,0.17,1.474,0.328,0.356,2.682,0.724,0.544,0.317,0.347,0.779,0.783,0.423,0.366,0.979,1.051,0.251,0.384,0.351,0.957,1.831,1.488,1.766,1.262,1.31,2.555,1.595,1.792,0.943,1.59,1.257,1.376,1.364,2.487,1.184,1.273,0.76,0.761,1.692,1.696,1.55,1.583,1.464,0.973,1.071,0.118,0.359,0.348,1.315,2.222,1.614,1.018,1.293,0.652,2.721,1.471,0.098,2.011,1.849,1.344,1.58,1.449,0.973,2.683,1.328,2.554,2.238,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,0.132,0.25,1.337,1.801,1.99,1.359,1.099,1.387,1.981,2.15,1.038,0.858,0.401,1.96,0.222,1.896,1.396,1.473,1.377,0.828,0.886,0.878,0.931,2.245,0.66,0.632,0.277,0.356,1.081,0.948,0.914,1.217,1.638,1.638,1.919,0.635,0.56,0.778,2.5,1.324,1.09,1.123,1.599,1.362,0.548,0.597,0.508,0.687,0.997,2.502,2.324,1.88,1.599,1.166,2.214,0.569,0.522,2.21,1.314,0.545,1.926,1.298,2.486,2.695,2.814,2.215,2.286,1.049,0.927,0.359,0.276,1.081,0.422,0.175,0.702,0.708,1.777,0.149,0.13,2.891,0.527,0.531,0.4,0.602,0.776,0.571,0.247,0.329,0.692,0.776,0.366,0.338,0.364,0.133,0.916,0.771,1.757,1.528,1.297,2.682,1.822,1.65,0.751,1.233,1.1,1.715,1.356,2.763,0.759,1.2,0.527,0.726,2.347,2.233,1.477,1.902,1.579,1.928,1.317,0.611,0.413,0.399,1.312,3.636,1.451,1.008,1.191,1.204,2.722,1.466,0.498,1.979,1.662,1.061,1.321,1.545,0.943,1.877,1.02,2.397,2.763,1.22,0.592,1.453,1.502,0.8,1.529,1.683,3.611,1.331,1.002,1.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
